"postcode","location"
"CH1 5PP","53.204088,-2.928551"
"CH1 5PQ","53.198277,-2.932454"
"CH1 5PR","53.203512,-2.92854"
"CH1 5PS","53.20272,-2.928658"
"CH1 5PT","53.201895,-2.930721"
"CH1 5PU","53.201088,-2.929311"
"CH1 5PW","53.205189,-2.92657"
"CH1 5PX","53.201898,-2.929194"
"CH1 5PY","53.199963,-2.929496"
"CH1 5PZ","53.200882,-2.930399"
"CH1 5QB","53.2012,-2.9334"
"CH1 5QD","53.199777,-2.929148"
"CH1 5QE","53.199208,-2.930662"
"CH1 5QF","53.199578,-2.930476"
"CH1 5QH","53.200622,-2.933762"
"CH1 5QJ","53.199454,-2.927943"
"CH1 5QL","53.198714,-2.930547"
"CH1 5QN","53.19931,-2.931383"
"CH1 5QP","53.200315,-2.931585"
"CH1 5QQ","53.200855,-2.933648"
"CH1 5QS","53.201088,-2.933937"
"CH1 5QT","53.201326,-2.934646"
"CH1 5QW","53.200748,-2.931474"
"CH1 5QX","53.200227,-2.935939"
"CH1 5QY","53.201969,-2.932788"
"CH1 5QZ","53.200361,-2.937185"
"CH1 5RD","53.197893,-2.933269"
"CH1 5RE","53.197961,-2.935096"
"CH1 5RF","53.199854,-2.936515"
"CH1 5RG","53.197954,-2.934213"
"CH1 5RH","53.19695,-2.93271"
"CH1 5RJ","53.198511,-2.933551"
"CH1 5RL","53.198567,-2.934556"
"CH1 5RN","53.199144,-2.935392"
"CH1 5RP","53.199844,-2.935524"
"CH1 5RQ","53.197802,-2.935318"
"CH1 5RR","53.199742,-2.934731"
"CH1 5RS","53.200346,-2.93452"
"CH1 5RT","53.198423,-2.936141"
"CH1 5RU","53.199072,-2.936513"
"CH1 5RW","53.199144,-2.935392"
"CH1 5RY","53.200043,-2.934258"
"CH1 5RZ","53.200043,-2.934258"
"CH1 5SA","53.202997,-2.938095"
"CH1 5SB","53.203015,-2.939368"
"CH1 5SD","53.202628,-2.938177"
"CH1 5SE","53.201148,-2.937681"
"CH1 5SF","53.202172,-2.938931"
"CH1 5SH","53.201311,-2.936397"
"CH1 5SN","53.200723,-2.932342"
"CH1 5SR","53.199372,-2.933825"
"CH1 5SS","53.19917,-2.934329"
"CH1 5ST","53.199576,-2.936599"
"CH1 5SU","53.20179,-2.937216"
"CH1 5SW","53.200723,-2.932342"
"CH1 5SX","53.202145,-2.937822"
"CH1 5SY","53.202972,-2.932106"
"CH1 5SZ","53.202037,-2.934452"
"CH1 5TG","53.202359,-2.932318"
"CH1 5TX","53.210227,-2.918189"
"CH1 5TY","53.211617,-2.920899"
"CH1 5TZ","53.210835,-2.918456"
"CH1 5UA","53.20711,-2.914334"
"CH1 5UB","53.207522,-2.914582"
"CH1 5UD","53.207782,-2.91339"
"CH1 5UE","53.208174,-2.911571"
"CH1 5UF","53.208861,-2.911062"
"CH1 5UG","53.20961,-2.911901"
"CH1 5UH","53.209686,-2.914883"
"CH1 5UJ","53.208124,-2.91461"
"CH1 5UL","53.208495,-2.909587"
"CH1 5UN","53.208751,-2.91365"
"CH1 5UP","53.209249,-2.909633"
"CH1 5UQ","53.209497,-2.913681"
"CH1 5UR","53.209751,-2.911066"
"CH1 5US","53.208766,-2.915193"
"CH1 5UT","53.209952,-2.916506"
"CH1 5UU","53.2092,-2.917238"
"CH1 5UW","53.208551,-2.913945"
"CH1 5UX","53.210323,-2.915031"
"CH1 5UY","53.209145,-2.91267"
"CH1 5UZ","53.212842,-2.922872"
"CH1 5WA","53.20962,-2.914275"
"CH1 5WB","53.207391,-2.912917"
"CH1 5XA","53.21231,-2.924208"
"CH1 5XB","53.212965,-2.922156"
"CH1 5XD","53.212318,-2.920899"
"CH1 5XE","53.211807,-2.919555"
"CH1 5XF","53.21152,-2.921855"
"CH1 5XG","53.211276,-2.920787"
"CH1 5XH","53.210182,-2.919296"
"CH1 5XJ","53.210552,-2.920247"
"CH1 5XL","53.210395,-2.918477"
"CH1 5XP","53.212139,-2.921943"
"CH1 5XQ","53.212894,-2.925493"
"CH1 5XT","53.207886,-2.910383"
"CH1 6AA","53.221001,-2.960835"
"CH1 6AD","53.222124,-2.951949"
"CH1 6AE","53.211369,-2.941168"
"CH1 6AF","53.213823,-2.944532"
"CH1 6AG","53.216788,-2.947849"
"CH1 6AH","53.223698,-2.951834"
"CH1 6AJ","53.214665,-2.943727"
"CH1 6AL","53.215945,-2.944474"
"CH1 6AN","53.223132,-2.950668"
"CH1 6AP","53.22164,-2.952897"
"CH1 6AQ","53.220279,-2.954439"
"CH1 6AR","53.220341,-2.953437"
"CH1 6AS","53.220197,-2.951292"
"CH1 6AT","53.223584,-2.953764"
"CH1 6AU","53.22074,-2.958673"
"CH1 6AW","53.221955,-2.949459"
"CH1 6AX","53.222694,-2.951482"
"CH1 6AY","53.222493,-2.955222"
"CH1 6AZ","53.223263,-2.955599"
"CH1 6BA","53.208479,-2.968581"
"CH1 6BB","53.199205,-2.968267"
"CH1 6BD","53.222948,-2.953629"
"CH1 6BE","53.222282,-2.958168"
"CH1 6BF","53.2246,-2.953786"
"CH1 6BG","53.221596,-2.958362"
"CH1 6BH","53.2229,-2.958242"
"CH1 6BJ","53.221701,-2.962124"
"CH1 6BL","53.214779,-2.96435"
"CH1 6BP","53.198955,-2.968186"
"CH1 6BQ","53.202718,-2.976221"
"CH1 6BR","53.211525,-2.968874"
"CH1 6BS","53.202223,-2.948513"
"CH1 6BU","53.222004,-2.954642"
"CH1 6BW","53.224172,-2.952893"
"CH1 6BX","53.195861,-2.958282"
"CH1 6BY","53.209383,-2.970203"
"CH1 6BZ","53.20578,-2.973281"
"CH1 6DA","53.221371,-2.953894"
"CH1 6DB","53.224484,-2.955776"
"CH1 6DD","53.199306,-2.968149"
"CH1 6DE","53.225143,-2.93849"
"CH1 6DF","53.225849,-2.937906"
"CH1 6DG","53.224905,-2.954856"
"CH1 6DH","53.228022,-2.946072"
"CH1 6DL","53.228248,-2.950512"
"CH1 6DN","53.231283,-2.948676"
"CH1 6DP","53.229394,-2.951121"
"CH1 6DQ","53.223507,-2.956758"
"CH1 6DR","53.229648,-2.950693"
"CH1 6DS","53.229884,-2.950384"
"CH1 6DT","53.229033,-2.953547"
"CH1 6DU","53.221631,-2.960745"
"CH1 6DW","53.234342,-2.944923"
"CH1 6DX","53.228714,-2.954132"
"CH1 6DY","53.229729,-2.95414"
"CH1 6DZ","53.22801,-2.955555"
"CH1 6EB","53.205229,-2.958042"
"CH1 6ED","53.224359,-2.956866"
"CH1 6EE","53.221603,-2.959681"
"CH1 6EF","53.224098,-2.957954"
"CH1 6EG","53.225838,-2.951911"
"CH1 6EH","53.259869,-2.947675"
"CH1 6EJ","53.225894,-2.953755"
"CH1 6EL","53.227701,-2.951355"
"CH1 6EN","53.223827,-2.95838"
"CH1 6EP","53.225306,-2.956498"
"CH1 6EQ","53.226298,-2.9527"
"CH1 6ER","53.263537,-2.952059"
"CH1 6ES","53.259599,-2.948808"
"CH1 6ET","53.224537,-2.958144"
"CH1 6EU","53.227236,-2.952347"
"CH1 6EW","53.22765,-2.95336"
"CH1 6EX","53.251473,-2.967618"
"CH1 6EY","53.24421,-2.958883"
"CH1 6EZ","53.258298,-2.976212"
"CH1 6FA","53.228428,-2.956298"
"CH1 6FB","53.226926,-2.956205"
"CH1 6FD","53.228466,-2.956298"
"CH1 6GA","53.22598,-2.963209"
"CH1 6HB","53.215525,-2.966523"
"CH1 6HE","53.257647,-2.946711"
"CH1 6HF","53.254397,-2.957297"
"CH1 6HG","53.257166,-2.952817"
"CH1 6HH","53.21514,-2.965392"
"CH1 6HJ","53.256177,-2.95185"
"CH1 6HL","53.257974,-2.95183"
"CH1 6HN","53.258673,-2.954319"
"CH1 6HS","53.25748,-2.977258"
"CH1 6HT","53.258033,-2.977795"
"CH1 6HU","53.236743,-2.989161"
"CH1 6HX","53.239237,-2.994014"
"CH1 6HY","53.246346,-2.977888"
"CH1 6HZ","53.239591,-2.995476"
"CH1 6JA","53.226905,-2.926198"
"CH1 6JB","53.240607,-2.993686"
"CH1 6JD","53.243174,-2.976677"
"CH1 6JH","53.248595,-2.967853"
"CH1 6JJ","53.238542,-2.974983"
"CH1 6JL","53.231526,-2.963243"
"CH1 6JP","53.229431,-2.955407"
"CH1 6JS","53.233112,-2.942454"
"CH1 6JU","53.228153,-2.937582"
"CH1 6JX","53.229427,-2.939049"
"CH1 6JZ","53.238915,-2.965447"
"CH1 6LA","53.227749,-2.922473"
"CH1 6LB","53.228926,-2.927172"
"CH1 6LD","53.228436,-2.919717"
"CH1 6LF","53.231515,-2.921401"
"CH1 6LG","53.235876,-2.922453"
"CH1 6LH","53.24244,-2.948489"
"CH1 6LJ","53.237827,-2.939636"
"CH1 6LL","53.24013,-2.937124"
"CH1 6LN","53.23842,-2.920111"
"CH1 6LP","53.241063,-2.920137"
"CH1 6LQ","53.231836,-2.91937"
"CH1 6LR","53.245464,-2.9275"
"CH1 6LS","53.226678,-2.920383"
"CH1 6LT","53.246292,-2.932045"
"CH1 6LU","53.252685,-2.938568"
"CH1 6LW","53.22851,-2.920527"
"CH1 6LX","53.251818,-2.934562"
"CH1 6LY","53.251247,-2.927145"
"CH1 6LZ","53.249824,-2.928775"
"CH1 6ND","53.220091,-2.916587"
"CH1 6NE","53.219894,-2.924656"
"CH1 6NG","53.215058,-2.912961"
"CH1 6NH","53.223963,-2.926226"
"CH1 6NJ","53.223302,-2.92103"
"CH1 6NL","53.224193,-2.922067"
"CH1 6NN","53.216842,-2.91821"
"CH1 6NP","53.217869,-2.917993"
"CH1 6NQ","53.218132,-2.918837"
"CH1 6NR","53.225564,-2.920314"
"CH1 6NS","53.220485,-2.92022"
"CH1 6NT","53.233927,-2.91062"
"CH1 6NU","53.23616,-2.911237"
"CH1 6NW","53.225076,-2.920618"
"CH1 6NX","53.234301,-2.908561"
"CH1 6NY","53.217555,-2.917866"
"CH1 6NZ","53.235549,-2.910041"
"CH1 6PA","53.254139,-2.920628"
"CH1 6PB","53.25396,-2.921538"
"CH1 6PD","53.25448,-2.922794"
"CH1 6PE","53.251083,-2.915841"
"CH1 6PF","53.234693,-2.903355"
"CH1 6PG","53.25634,-2.908789"
"CH1 6PH","53.255356,-2.909487"
"CH1 6PJ","53.255844,-2.910307"
"CH1 6PL","53.246864,-2.906774"
"CH1 6PN","53.255797,-2.91134"
"CH1 6PP","53.217788,-2.917826"
"CH1 6PQ","53.257119,-2.908085"
"CH1 6PW","53.236807,-2.914622"
"CH1 6QA","53.222421,-2.959849"
"CH1 6QB","53.186321,-2.94499"
"CH1 6QD","53.240392,-2.902127"
"CH1 6QE","53.188671,-2.930913"
"CH1 6QF","53.192612,-2.937285"
"CH1 6QG","53.19011,-2.939954"
"CH1 6QH","53.240971,-2.902483"
"CH1 6QJ","53.239909,-2.901772"
"CH1 6QL","53.239531,-2.901824"
"CH1 6QP","53.220979,-2.957944"
"CH1 6QQ","53.186345,-2.944287"
"CH1 6QR","53.240217,-2.903576"
"CH1 6RR","53.225366,-2.933192"
"CH1 6YX","53.197726,-2.88463"
"CH1 9AE","53.197732,-2.88463"
"CH1 9AG","53.197786,-2.884632"
"CH1 9AH","53.197732,-2.88463"
"CH1 9AJ","53.197727,-2.88463"
"CH1 9AN","53.197727,-2.88463"
"CH1 9AQ","53.197786,-2.884632"
"CH1 9AS","53.197732,-2.88463"
"CH1 9AY","53.197786,-2.884632"
"CH1 9AZ","53.197786,-2.884632"
"CH1 9BA","53.197727,-2.88463"
"CH1 9BB","53.197727,-2.88463"
"CH1 9BG","53.197727,-2.88463"
"CH1 9BL","53.197727,-2.88448"
"CH1 9BX","53.197727,-2.88448"
"CH1 9BY","53.197726,-2.88463"
"CH1 9BZ","53.197726,-2.88463"
"CH1 9DA","53.197727,-2.88448"
"CH1 9DB","53.197727,-2.88448"
"CH1 9DF","53.197726,-2.88463"
"CH1 9DJ","53.197727,-2.88448"
"CH1 9DP","53.197727,-2.88448"
"CH1 9DQ","53.197786,-2.884632"
"CH1 9DR","53.197786,-2.884632"
"CH1 9DS","53.197786,-2.884632"
"CH1 9DY","53.197732,-2.88463"
"CH1 9EP","53.197786,-2.884632"
"CH1 9ES","53.197786,-2.884632"
"CH1 9ET","53.197726,-2.88463"
"CH1 9EU","53.197727,-2.88448"
"CH1 9EX","53.197726,-2.88463"
"CH1 9EY","53.197727,-2.88448"
"CH1 9FB","53.197786,-2.884632"
"CH1 9FH","53.197727,-2.88448"
"CH1 9FJ","53.197727,-2.88448"
"CH1 9FN","53.197727,-2.88448"
"CH1 9FQ","53.197726,-2.88463"
"CH1 9FS","53.197727,-2.88448"
"CH1 9FW","53.197727,-2.88448"
"CH1 9FY","53.197727,-2.88448"
"CH1 9GH","53.197727,-2.88448"
"CH1 9GQ","53.197727,-2.88448"
"CH1 9GR","53.197727,-2.88448"
"CH1 9GS","53.197727,-2.88448"
"CH1 9GT","53.197786,-2.884632"
"CH1 9GU","53.197786,-2.884632"
"CH1 9GW","53.197786,-2.884632"
"CH1 9GX","53.197786,-2.884632"
"CH1 9GY","53.197726,-2.88463"
"CH1 9GZ","53.197786,-2.884632"
"CH1 9HD","53.197786,-2.884632"
"CH1 9HE","53.197786,-2.884632"
"CH1 9HF","53.197786,-2.884632"
"CH1 9HG","53.197786,-2.884632"
"CH1 9HH","53.197786,-2.884632"
"CH1 9HJ","53.197727,-2.88448"
"CH1 9HP","53.197786,-2.884632"
"CH1 9HQ","53.197786,-2.884632"
"CH1 9HR","53.197786,-2.884632"
"CH1 9HZ","53.197786,-2.884632"
"CH1 9JF","53.197786,-2.884632"
"CH1 9JJ","53.197786,-2.884632"
"CH1 9JL","53.197786,-2.884632"
"CH1 9JY","53.197726,-2.88463"
"CH1 9LE","53.197786,-2.884632"
"CH1 9NH","53.197726,-2.88463"
"CH1 9NL","53.197786,-2.884632"
"CH1 9PJ","53.197726,-2.88463"
"CH1 9PP","53.197726,-2.88463"
"CH1 9PQ","53.197726,-2.88463"
"CH1 9PR","53.197726,-2.88463"
"CH1 9PS","53.197726,-2.88463"
"CH1 9QH","53.197726,-2.88463"
"CH1 9QX","53.197726,-2.88463"
"CH1 9RN","53.197786,-2.884632"
"CH1 9RP","53.197732,-2.88463"
"CH1 9RW","53.197732,-2.88463"
"CH1 9RZ","53.197732,-2.88463"
"CH1 9SA","53.190016,-2.700427"
"CH1 9SB","53.191749,-2.892738"
"CH1 9SD","53.191749,-2.892738"
"CH1 9SE","53.191749,-2.892738"
"CH1 9SF","53.191749,-2.892738"
"CH1 9SG","53.191749,-2.892738"
"CH1 9SH","53.191749,-2.892738"
"CH1 9SJ","53.191749,-2.892738"
"CH1 9SL","53.191749,-2.892738"
"CH1 9SN","53.191749,-2.892738"
"CH1 9SP","53.191749,-2.892738"
"CH1 9SQ","53.191749,-2.892738"
"CH1 9SR","53.191749,-2.892738"
"CH1 9SS","53.191749,-2.892738"
"CH1 9ST","53.191749,-2.892738"
"CH1 9SU","53.191749,-2.892738"
"CH1 9SW","53.191749,-2.892738"
"CH1 9SX","53.191749,-2.892738"
"CH1 9SY","53.191749,-2.892738"
"CH1 9SZ","53.191749,-2.892738"
"CH1 9TA","53.191749,-2.892738"
"CH1 9TB","53.191749,-2.892738"
"CH1 9TD","53.191749,-2.892738"
"CH1 9TE","53.191749,-2.892738"
"CH1 9TF","53.191749,-2.892738"
"CH1 9TG","53.191749,-2.892738"
"CH1 9TH","53.191749,-2.892738"
"CH1 9TJ","53.191749,-2.892738"
"CH1 9TL","53.191749,-2.892738"
"CH1 9TN","53.191558,-2.893183"
"CH1 9TP","53.191749,-2.892738"
"CH1 9TQ","53.191749,-2.892738"
"CH1 9TR","53.191558,-2.893183"
"CH1 9TS","53.191558,-2.893183"
"CH1 9UB","53.197732,-2.88463"
"CH1 9UF","53.197732,-2.88463"
"CH1 9UH","53.197732,-2.88463"
"CH1 9UJ","53.191563,-2.893184"
"CH1 9UL","53.191563,-2.893184"
"CH1 9UN","53.191563,-2.893184"
"CH1 9UP","53.191563,-2.893184"
"CH1 9UQ","53.191563,-2.893184"
"CH1 9UR","53.191563,-2.893184"
"CH1 9US","53.191563,-2.893184"
"CH1 9UT","53.191563,-2.893184"
"CH1 9UU","53.191563,-2.893184"
"CH1 9UW","53.191563,-2.893184"
"CH1 9UX","53.191563,-2.893184"
"CH1 9UY","53.191563,-2.893184"
"CH1 9UZ","53.191563,-2.893184"
"CH1 9WA","53.191563,-2.893184"
"CH1 9WB","53.191563,-2.893184"
"CH1 9WD","53.191563,-2.893184"
"CH1 9WE","53.191563,-2.893184"
"CH1 9WF","53.191563,-2.893184"
"CH1 9WG","53.191563,-2.893184"
"CH1 9WH","53.191563,-2.893184"
"CH1 9WJ","53.191563,-2.893184"
"CH1 9WL","53.191563,-2.893184"
"CH1 9WN","53.191563,-2.893184"
"CH1 9WP","53.191563,-2.893184"
"CH1 9WQ","53.191563,-2.893184"
"CH1 9WR","53.191563,-2.893184"
"CH1 9WS","53.191563,-2.893184"
"CH1 9WT","53.191563,-2.893184"
"CH1 9WU","53.191563,-2.893184"
"CH1 9WW","53.191563,-2.893184"
"CH1 9WX","53.191563,-2.893184"
"CH1 9WY","53.191563,-2.893184"
"CH1 9WZ","53.191563,-2.893184"
"CH1 9XF","53.197732,-2.88463"
"CH1 9XH","53.197732,-2.88463"
"CH1 9XU","53.197732,-2.88463"
"CH1 9YD","53.197732,-2.88463"
"CH1 9YG","53.197786,-2.884632"
"CH1 9YJ","53.197732,-2.88463"
"CH1 9YL","53.197732,-2.88463"
"CH1 9YR","53.197732,-2.88463"
"CH1 9ZD","53.197732,-2.88463"
"CH1 9ZH","53.197786,-2.884632"
"CH1 9ZN","53.197732,-2.88463"
"CH1 9ZQ","53.197786,-2.884632"
"CH1 9ZR","53.197732,-2.88463"
"CH1 9ZU","53.197786,-2.884632"
"CH1 9ZW","53.197732,-2.88463"
"CH1 9ZZ","53.191749,-2.892738"
"CH2 1AA","53.196823,-2.894566"
"CH2 1AB","53.198961,-2.894804"
"CH2 1AD","53.212302,-2.89962"
"CH2 1AE","53.198023,-2.894066"
"CH2 1AF","53.197879,-2.894018"
"CH2 1AH","53.196954,-2.894029"
"CH2 1AJ","53.199603,-2.895506"
"CH2 1AL","53.200648,-2.895409"
"CH2 1AN","53.203221,-2.89371"
"CH2 1AQ","53.200046,-2.894063"
"CH2 1AS","53.205135,-2.89381"
"CH2 1AT","53.205162,-2.894979"
"CH2 1AU","53.209023,-2.894565"
"CH2 1AW","53.203854,-2.894618"
"CH2 1AX","53.211182,-2.895359"
"CH2 1AZ","53.214441,-2.897209"
"CH2 1BB","53.216717,-2.895814"
"CH2 1BD","53.217378,-2.895053"
"CH2 1BE","53.202748,-2.894464"
"CH2 1BF","53.213657,-2.89863"
"CH2 1BG","53.213833,-2.90046"
"CH2 1BH","53.198752,-2.895144"
"CH2 1BL","53.214359,-2.899857"
"CH2 1BP","53.206991,-2.900482"
"CH2 1BQ","53.211544,-2.898825"
"CH2 1BR","53.207537,-2.895926"
"CH2 1BS","53.211427,-2.890302"
"CH2 1BT","53.210873,-2.889797"
"CH2 1BU","53.210014,-2.892893"
"CH2 1BX","53.212055,-2.894044"
"CH2 1BY","53.21189,-2.89449"
"CH2 1BZ","53.213613,-2.894945"
"CH2 1DA","53.209388,-2.893884"
"CH2 1DB","53.210562,-2.894238"
"CH2 1DD","53.212874,-2.895094"
"CH2 1DE","53.211496,-2.888282"
"CH2 1DF","53.21038,-2.886073"
"CH2 1DG","53.210977,-2.886789"
"CH2 1DH","53.212445,-2.886325"
"CH2 1DJ","53.216164,-2.889341"
"CH2 1DL","53.217376,-2.888194"
"CH2 1DN","53.217625,-2.888454"
"CH2 1DP","53.198079,-2.894951"
"CH2 1DQ","53.211677,-2.88577"
"CH2 1DT","53.215,-2.902971"
"CH2 1DW","53.212679,-2.887498"
"CH2 1DX","53.212586,-2.886733"
"CH2 1DY","53.213962,-2.901796"
"CH2 1DZ","53.214635,-2.899639"
"CH2 1EA","53.216745,-2.894441"
"CH2 1EB","53.21839,-2.893395"
"CH2 1ED","53.218614,-2.886979"
"CH2 1EE","53.218343,-2.886282"
"CH2 1EF","53.218866,-2.894455"
"CH2 1EG","53.218187,-2.891551"
"CH2 1EH","53.21934,-2.8912"
"CH2 1EJ","53.219638,-2.892225"
"CH2 1EL","53.219524,-2.88809"
"CH2 1EN","53.219802,-2.890701"
"CH2 1EP","53.220694,-2.89045"
"CH2 1EQ","53.218982,-2.890983"
"CH2 1ER","53.217603,-2.886433"
"CH2 1ES","53.218648,-2.8887"
"CH2 1ET","53.21889,-2.892647"
"CH2 1EU","53.221589,-2.884882"
"CH2 1EW","53.221074,-2.890053"
"CH2 1EX","53.217572,-2.885967"
"CH2 1EY","53.215015,-2.901428"
"CH2 1EZ","53.214774,-2.903745"
"CH2 1FA","53.213772,-2.89718"
"CH2 1FD","53.212963,-2.898391"
"CH2 1FE","53.22553,-2.874867"
"CH2 1FF","53.206297,-2.894584"
"CH2 1FH","53.1969,-2.893835"
"CH2 1FJ","53.1969,-2.893835"
"CH2 1FL","53.19652,-2.894111"
"CH2 1HA","53.207016,-2.877859"
"CH2 1HB","53.209985,-2.881216"
"CH2 1HD","53.213791,-2.884287"
"CH2 1HE","53.208443,-2.881856"
"CH2 1HF","53.208702,-2.880798"
"CH2 1HG","53.213866,-2.885891"
"CH2 1HH","53.208133,-2.881131"
"CH2 1HJ","53.211542,-2.9023"
"CH2 1HN","53.220142,-2.877633"
"CH2 1HQ","53.220055,-2.876058"
"CH2 1HS","53.215793,-2.887023"
"CH2 1HT","53.217362,-2.883971"
"CH2 1HU","53.215545,-2.885506"
"CH2 1HW","53.209787,-2.879982"
"CH2 1HX","53.218777,-2.882308"
"CH2 1HY","53.209209,-2.879116"
"CH2 1HZ","53.21919,-2.88597"
"CH2 1JA","53.219887,-2.886479"
"CH2 1JB","53.219168,-2.887917"
"CH2 1JD","53.219564,-2.877935"
"CH2 1JE","53.219189,-2.8764"
"CH2 1JF","53.218979,-2.878283"
"CH2 1JG","53.217721,-2.874288"
"CH2 1JH","53.211441,-2.879731"
"CH2 1JJ","53.211138,-2.87968"
"CH2 1JL","53.220764,-2.878529"
"CH2 1JN","53.218246,-2.876231"
"CH2 1JP","53.209573,-2.874557"
"CH2 1JR","53.20809,-2.895408"
"CH2 1JT","53.221262,-2.878105"
"CH2 1LA","53.219367,-2.882754"
"CH2 1LB","53.219912,-2.881926"
"CH2 1LD","53.220929,-2.883026"
"CH2 1LE","53.222572,-2.882041"
"CH2 1LF","53.219827,-2.882494"
"CH2 1LG","53.223113,-2.880554"
"CH2 1LH","53.225508,-2.877593"
"CH2 1LJ","53.223642,-2.875877"
"CH2 1LL","53.224748,-2.874806"
"CH2 1LN","53.224956,-2.875709"
"CH2 1LP","53.224208,-2.877237"
"CH2 1LQ","53.223801,-2.880104"
"CH2 1LR","53.221449,-2.879562"
"CH2 1LS","53.221455,-2.878678"
"CH2 1LT","53.221645,-2.880974"
"CH2 1LU","53.219583,-2.882863"
"CH2 1LW","53.223091,-2.87627"
"CH2 1LX","53.220585,-2.880832"
"CH2 1LY","53.224041,-2.874387"
"CH2 1LZ","53.222568,-2.877772"
"CH2 1NA","53.217457,-2.874777"
"CH2 1NB","53.216452,-2.872076"
"CH2 1ND","53.216237,-2.875591"
"CH2 1NE","53.216277,-2.876296"
"CH2 1NF","53.215974,-2.873534"
"CH2 1NG","53.216645,-2.871511"
"CH2 1NH","53.215069,-2.871823"
"CH2 1NJ","53.215083,-2.871255"
"CH2 1NL","53.212901,-2.873307"
"CH2 1NN","53.213634,-2.872648"
"CH2 1NP","53.215104,-2.876856"
"CH2 1NQ","53.215082,-2.872542"
"CH2 1NR","53.21525,-2.875601"
"CH2 1NS","53.215524,-2.876775"
"CH2 1NT","53.220352,-2.881546"
"CH2 1NW","53.211638,-2.872907"
"CH2 1PA","53.20833,-2.877646"
"CH2 1PB","53.209034,-2.878514"
"CH2 1PD","53.209229,-2.877559"
"CH2 1PE","53.212644,-2.870396"
"CH2 1PF","53.206977,-2.876974"
"CH2 1PG","53.206784,-2.876357"
"CH2 1PH","53.213241,-2.871038"
"CH2 1PJ","53.209337,-2.875166"
"CH2 1PL","53.210946,-2.872683"
"CH2 1PN","53.210952,-2.873132"
"CH2 1PP","53.211615,-2.869657"
"CH2 1PQ","53.209098,-2.874743"
"CH2 1PR","53.213163,-2.868206"
"CH2 1PS","53.208165,-2.871983"
"CH2 1PT","53.209007,-2.871176"
"CH2 1PU","53.210463,-2.871176"
"CH2 1PW","53.210389,-2.872687"
"CH2 1PX","53.209451,-2.871799"
"CH2 1PY","53.209371,-2.872995"
"CH2 1PZ","53.209627,-2.872372"
"CH2 1QA","53.209196,-2.872288"
"CH2 1QB","53.21125,-2.871731"
"CH2 1QD","53.209832,-2.877557"
"CH2 1QF","53.209675,-2.87682"
"CH2 1QH","53.216902,-2.876893"
"CH2 1QJ","53.216353,-2.876956"
"CH2 1QL","53.214214,-2.880551"
"CH2 1QN","53.21305,-2.881216"
"CH2 1QP","53.21355,-2.881646"
"CH2 1QR","53.212802,-2.879399"
"CH2 1QS","53.212752,-2.880269"
"CH2 1QT","53.214816,-2.883065"
"CH2 1QU","53.215206,-2.882682"
"CH2 1QW","53.214999,-2.880208"
"CH2 1QX","53.21439,-2.883626"
"CH2 1QY","53.215551,-2.880953"
"CH2 1RA","53.216608,-2.882637"
"CH2 1RB","53.216404,-2.879803"
"CH2 1RD","53.216382,-2.881569"
"CH2 1RE","53.215957,-2.881741"
"CH2 1RF","53.217162,-2.878186"
"CH2 1RG","53.217003,-2.879036"
"CH2 1RH","53.218758,-2.879956"
"CH2 1RJ","53.217905,-2.879833"
"CH2 1RL","53.217919,-2.881571"
"CH2 1RN","53.217364,-2.880283"
"CH2 1RP","53.217456,-2.882161"
"CH2 1RQ","53.218222,-2.878297"
"CH2 1RR","53.218169,-2.877158"
"CH2 1SA","53.210895,-2.874689"
"CH2 1SB","53.211373,-2.874638"
"CH2 1SD","53.211549,-2.875106"
"CH2 1SE","53.212351,-2.875976"
"CH2 1SF","53.212239,-2.874102"
"CH2 1SG","53.213158,-2.875049"
"CH2 1SH","53.212798,-2.876479"
"CH2 1SJ","53.213625,-2.875059"
"CH2 1SL","53.213362,-2.876715"
"CH2 1SN","53.214199,-2.874127"
"CH2 1SP","53.213725,-2.876199"
"CH2 1SQ","53.212964,-2.875719"
"CH2 1SR","53.213645,-2.87729"
"CH2 1SS","53.214962,-2.874232"
"CH2 1ST","53.214738,-2.875306"
"CH2 1SU","53.215417,-2.875889"
"CH2 1SW","53.213383,-2.873811"
"CH2 1SX","53.214623,-2.877475"
"CH2 1SY","53.214201,-2.877451"
"CH2 1SZ","53.212033,-2.876434"
"CH2 1TA","53.211938,-2.877106"
"CH2 1TB","53.213393,-2.878666"
"CH2 1TD","53.213266,-2.877447"
"CH2 1TE","53.214282,-2.878741"
"CH2 1TF","53.211684,-2.877415"
"CH2 1TG","53.211193,-2.877045"
"CH2 1TH","53.210789,-2.87437"
"CH2 1TL","53.212519,-2.877582"
"CH2 1TQ","53.210761,-2.877052"
"CH2 1UA","53.206196,-2.89753"
"CH2 1UB","53.206187,-2.898533"
"CH2 1UD","53.205932,-2.898992"
"CH2 1UE","53.206273,-2.899089"
"CH2 1UF","53.206107,-2.899714"
"CH2 1UG","53.206546,-2.899858"
"CH2 1UL","53.2088,-2.897884"
"CH2 2AA","53.203467,-2.893296"
"CH2 2AB","53.199014,-2.891332"
"CH2 2AD","53.203553,-2.893852"
"CH2 2AE","53.199606,-2.891554"
"CH2 2AF","53.206368,-2.892473"
"CH2 2AG","53.206373,-2.893012"
"CH2 2AH","53.204416,-2.892612"
"CH2 2AJ","53.204003,-2.892664"
